ALSS_Model_Sensitivity,Baseline_Model_Sensitivity,Model_Sensitivity_Index,Worst_Case_Improvement_%,Best_Case_Improvement_%,Mean_Improvement_%,Median_Improvement_%,Model_Robustness_Ratio,Improvement_Consistency_%,Baseline_Generalization_Gap_%,ALSS_Generalization_Gap_%,Generalization_Gap,Gap_Reduction_%,Num_Models_Tested,Models_With_Improvement,Models_With_Degradation,Per_Model_Improvements
0.0,0.0045117249276835185,0.0,100.0,100.0,100.0,100.0,0.0,100.0,3.0667035263590625,0.0,0.0,100.0,4,4,0,"{'none': np.float64(100.0), 'sinc': np.float64(100.0), 'exponential': np.float64(100.0), 'realistic': np.float64(100.0)}"
